date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021-12-01,10.0,10.15,9.7,9.7,32000
2021-12-02,9.95,10.5,9.8,10.0,72100
2021-12-03,9.9,9.9,9.4,9.7,104300
2021-12-06,9.75,9.75,9.25,9.45,42500
2021-12-07,9.55,9.85,9.35,9.7,35600
2021-12-08,9.45,9.8,9.1,9.3,72400
2021-12-09,9.45,9.7,9.05,9.45,96500
2021-12-10,9.35,9.65,9.1,9.3,17700
2021-12-13,9.25,9.25,9.1,9.15,12300
2021-12-14,9.3,9.3,9.0,9.1,51300
2021-12-15,9.2,9.25,9.0,9.2,16500
2021-12-16,9.0,9.9,9.0,9.4,119400
2021-12-17,9.4,9.45,9.15,9.45,9100
2021-12-20,9.45,9.45,9.0,9.1,28800
2021-12-21,9.1,9.25,9.0,9.25,6100
2021-12-22,9.25,9.3,9.05,9.3,85600
2021-12-23,9.25,9.6,9.15,9.35,56600
2021-12-24,9.35,9.55,9.2,9.5,29300
2021-12-27,9.5,9.6,9.25,9.45,13700
2021-12-28,9.45,9.45,9.25,9.3,37300
2021-12-29,9.3,9.4,9.1,9.25,35200
2021-12-30,9.1,9.25,9.05,9.25,24600
2022-01-03,9.25,9.4,9.15,9.35,22800
2022-01-04,9.3,9.65,9.3,9.55,155500
2022-01-05,9.5,9.75,9.4,9.5,20400
2022-01-06,9.65,9.65,9.35,9.35,14500
2022-01-10,9.4,9.5,9.3,9.35,18400
2022-01-11,9.55,9.55,9.2,9.35,23600
2022-01-12,9.4,9.5,9.2,9.5,54700
2022-01-13,9.35,9.4,9.25,9.3,17300
2022-01-14,9.3,9.45,8.75,9.05,66300
2022-01-17,8.95,9.3,8.95,9.1,84100
2022-01-18,9.15,9.3,8.8,8.9,32900
2022-01-19,8.8,9.0,8.6,8.85,47800
2022-01-20,8.95,9.35,8.95,9.1,64900
2022-01-21,9.1,9.3,8.95,8.95,232400
2022-01-24,8.95,9.0,8.7,8.8,39200
2022-01-25,8.9,9.1,8.9,8.9,14200
2022-01-26,8.9,8.95,8.75,8.95,12700
2022-01-27,8.95,9.05,8.85,9.0,11500
2022-01-28,9.0,9.05,8.75,8.95,18200
2022-01-31,8.95,9.3,8.95,9.3,66600
2022-02-01,9.05,9.3,8.9,9.05,75500
2022-02-02,9.0,9.2,9.0,9.05,27500
2022-02-03,9.15,9.35,8.9,9.0,15300
